Harvest;H_Date;Mod;Box;Tree;Fruit;Weight
3;27/07/2018;S2M3;2;-;4;158.30
3;27/07/2018;S2M3;2;-;5;198.93
3;27/07/2018;S2M3;2;-;6;222.70
3;27/07/2018;S2M3;2;-;7;146.42
3;27/07/2018;S2M3;2;-;8;156.93
3;27/07/2018;S2M3;2;-;9;188.27
3;27/07/2018;S2M3;2;-;10;185.28
3;27/07/2018;S2M3;2;-;11;156.56
3;27/07/2018;S2M3;2;-;12;133.84
3;27/07/2018;S2M3;2;-;13;217.41
3;27/07/2018;S2M3;2;-;14;162.48
3;27/07/2018;S2M3;2;-;15;169.72
3;27/07/2018;S2M4;1;-;1;140.82
3;27/07/2018;S2M4;1;-;2;140.70
3;27/07/2018;S2M4;1;-;3;139.04
3;27/07/2018;S2M4;1;-;4;117.67
3;27/07/2018;S2M4;1;-;5;139.79
3;27/07/2018;S2M4;1;-;6;178.83
3;27/07/2018;S2M4;1;-;7;199.62
3;27/07/2018;S2M4;1;-;8;157.47
3;27/07/2018;S2M4;1;-;9;171.55
3;27/07/2018;S2M4;1;-;10;186.15
3;27/07/2018;S2M4;1;-;11;136.74
3;27/07/2018;S2M4;1;-;12;147.04
3;27/07/2018;S2M4;1;-;13;188.21
3;27/07/2018;S2M4;1;-;14;171.91
3;27/07/2018;S2M4;1;-;15;174.20
3;27/07/2018;S2M4;2;-;1;201.30
3;27/07/2018;S2M4;2;-;2;145.34
3;27/07/2018;S2M4;2;-;3;190.70
3;27/07/2018;S2M4;2;-;4;151.90
3;27/07/2018;S2M4;2;-;5;186.32
3;27/07/2018;S2M4;2;-;6;164.96
3;27/07/2018;S2M4;2;-;7;157.16
3;27/07/2018;S2M4;2;-;8;176.77
3;27/07/2018;S2M4;2;-;9;184.84
3;27/07/2018;S2M4;2;-;10;172.76
3;27/07/2018;S2M4;2;-;11;255.05
3;27/07/2018;S2M4;2;-;12;136.62
3;27/07/2018;S2M4;2;-;13;233.31
3;27/07/2018;S2M4;2;-;14;156.97
3;27/07/2018;S2M4;2;-;15;176.19
